time_iso8601,forks_cumulative
2025-02-12 00:00:00+00:00,42986
2025-02-13 00:00:00+00:00,42995
2025-02-14 00:00:00+00:00,43004
2025-02-15 00:00:00+00:00,43011
2025-02-16 00:00:00+00:00,43027
2025-02-17 00:00:00+00:00,43042
2025-02-18 00:00:00+00:00,43061
2025-02-19 00:00:00+00:00,43077
2025-02-20 00:00:00+00:00,43088
2025-02-21 00:00:00+00:00,43103
2025-02-22 00:00:00+00:00,43112
2025-02-23 00:00:00+00:00,43124
2025-02-24 00:00:00+00:00,43137
2025-02-25 00:00:00+00:00,43157
2025-02-26 00:00:00+00:00,43170
2025-02-27 00:00:00+00:00,43194
2025-02-28 00:00:00+00:00,43212
2025-03-01 00:00:00+00:00,43222
2025-03-02 00:00:00+00:00,43232
2025-03-03 00:00:00+00:00,43240
2025-03-04 00:00:00+00:00,43251
2025-03-05 00:00:00+00:00,43263
2025-03-06 00:00:00+00:00,43275
2025-03-07 00:00:00+00:00,43296
2025-03-08 00:00:00+00:00,43320
2025-03-09 00:00:00+00:00,43342
2025-03-10 00:00:00+00:00,43372
2025-03-11 00:00:00+00:00,43389
2025-03-12 00:00:00+00:00,43408
2025-03-13 00:00:00+00:00,43433
2025-03-14 00:00:00+00:00,43457
2025-03-15 00:00:00+00:00,43466
2025-03-16 00:00:00+00:00,43479
2025-03-17 00:00:00+00:00,43497
2025-03-18 00:00:00+00:00,43509
2025-03-19 00:00:00+00:00,43526
2025-03-20 00:00:00+00:00,43548
2025-03-21 00:00:00+00:00,43563
2025-03-22 00:00:00+00:00,43571
2025-03-23 00:00:00+00:00,43584
2025-03-24 00:00:00+00:00,43606
2025-03-25 00:00:00+00:00,43616
2025-03-26 00:00:00+00:00,43630
2025-03-27 00:00:00+00:00,43645
2025-03-28 00:00:00+00:00,43658
2025-03-29 00:00:00+00:00,43674
2025-03-30 00:00:00+00:00,43685
2025-03-31 00:00:00+00:00,43694
2025-04-01 00:00:00+00:00,43707
2025-04-02 00:00:00+00:00,43717
2025-04-03 00:00:00+00:00,43725
2025-04-04 00:00:00+00:00,43742
2025-04-05 00:00:00+00:00,43749
2025-04-06 00:00:00+00:00,43758
2025-04-07 00:00:00+00:00,43771
2025-04-08 00:00:00+00:00,43778
2025-04-09 00:00:00+00:00,43786
2025-04-10 00:00:00+00:00,43796
2025-04-11 00:00:00+00:00,43805
2025-04-12 00:00:00+00:00,43810
2025-04-13 00:00:00+00:00,43820
2025-04-14 00:00:00+00:00,43833
2025-04-15 00:00:00+00:00,43840
2025-04-16 00:00:00+00:00,43854
2025-04-17 00:00:00+00:00,43865
2025-04-18 00:00:00+00:00,43870
2025-04-19 00:00:00+00:00,43882
2025-04-20 00:00:00+00:00,43892
2025-04-21 00:00:00+00:00,43906
2025-04-22 00:00:00+00:00,43918
2025-04-23 00:00:00+00:00,43931
2025-04-24 00:00:00+00:00,43941
2025-04-25 00:00:00+00:00,43951
2025-04-26 00:00:00+00:00,43957
2025-04-27 00:00:00+00:00,43969
2025-04-28 00:00:00+00:00,43976
2025-04-29 00:00:00+00:00,43991
2025-04-30 00:00:00+00:00,44001
2025-05-01 00:00:00+00:00,44004
2025-05-02 00:00:00+00:00,44008
2025-05-03 00:00:00+00:00,44021
2025-05-04 00:00:00+00:00,44031
2025-05-05 00:00:00+00:00,44044
2025-05-06 00:00:00+00:00,44050
2025-05-07 00:00:00+00:00,44060
2025-05-08 00:00:00+00:00,44068
2025-05-09 00:00:00+00:00,44076
2025-05-10 00:00:00+00:00,44082
2025-05-11 00:00:00+00:00,44088
2025-05-12 00:00:00+00:00,44092
2025-05-13 00:00:00+00:00,44107
2025-05-14 00:00:00+00:00,44114
2025-05-15 00:00:00+00:00,44122
2025-05-16 00:00:00+00:00,44132
2025-05-17 00:00:00+00:00,44138
2025-05-18 00:00:00+00:00,44145
2025-05-19 00:00:00+00:00,44154
2025-05-20 00:00:00+00:00,44161
2025-05-21 00:00:00+00:00,44170
2025-05-22 00:00:00+00:00,44178
2025-05-23 00:00:00+00:00,44189
2025-05-24 00:00:00+00:00,44193
2025-05-25 00:00:00+00:00,44196
2025-05-26 00:00:00+00:00,44206
2025-05-27 00:00:00+00:00,44217
2025-05-28 00:00:00+00:00,44222
2025-05-29 00:00:00+00:00,44232
2025-05-30 00:00:00+00:00,44238
2025-05-31 00:00:00+00:00,44247
2025-06-01 00:00:00+00:00,44257
2025-06-02 00:00:00+00:00,44269
2025-06-03 00:00:00+00:00,44278
2025-06-04 00:00:00+00:00,44289
2025-06-05 00:00:00+00:00,44303
2025-06-06 00:00:00+00:00,44311
2025-06-07 00:00:00+00:00,44320
2025-06-08 00:00:00+00:00,44328
2025-06-09 00:00:00+00:00,44338
2025-06-10 00:00:00+00:00,44348
2025-06-11 00:00:00+00:00,44358
2025-06-12 00:00:00+00:00,44372
2025-06-13 00:00:00+00:00,44383
2025-06-14 00:00:00+00:00,44393
2025-06-15 00:00:00+00:00,44401
2025-06-16 00:00:00+00:00,44409
2025-06-17 00:00:00+00:00,44415
2025-06-18 00:00:00+00:00,44422
2025-06-19 00:00:00+00:00,44432
2025-06-20 00:00:00+00:00,44441
2025-06-21 00:00:00+00:00,44452
2025-06-22 00:00:00+00:00,44457
2025-06-23 00:00:00+00:00,44467
2025-06-24 00:00:00+00:00,44478
2025-06-25 00:00:00+00:00,44484
2025-06-26 00:00:00+00:00,44491
2025-06-27 00:00:00+00:00,44500
2025-06-28 00:00:00+00:00,44508
2025-06-29 00:00:00+00:00,44518
2025-06-30 00:00:00+00:00,44525
2025-07-01 00:00:00+00:00,44528
2025-07-02 00:00:00+00:00,44538
2025-07-03 00:00:00+00:00,44547
2025-07-04 00:00:00+00:00,44553
2025-07-05 00:00:00+00:00,44559
2025-07-06 00:00:00+00:00,44565
2025-07-07 00:00:00+00:00,44574
2025-07-08 00:00:00+00:00,44587
2025-07-09 00:00:00+00:00,44594
2025-07-10 00:00:00+00:00,44601
2025-07-11 00:00:00+00:00,44612
2025-07-12 00:00:00+00:00,44628
2025-07-13 00:00:00+00:00,44635
2025-07-14 00:00:00+00:00,44645
2025-07-15 00:00:00+00:00,44649
2025-07-16 00:00:00+00:00,44664
2025-07-17 00:00:00+00:00,44673
2025-07-18 00:00:00+00:00,44681
2025-07-19 00:00:00+00:00,44691
2025-07-20 00:00:00+00:00,44698
2025-07-21 00:00:00+00:00,44706
2025-07-22 00:00:00+00:00,44714
2025-07-23 00:00:00+00:00,44721
2025-07-24 00:00:00+00:00,44728
2025-07-25 00:00:00+00:00,44737
2025-07-26 00:00:00+00:00,44739
2025-07-27 00:00:00+00:00,44746
2025-07-28 00:00:00+00:00,44752
2025-07-29 00:00:00+00:00,44759
2025-07-30 00:00:00+00:00,44765
2025-07-31 00:00:00+00:00,44779
2025-08-01 00:00:00+00:00,44790
2025-08-02 00:00:00+00:00,44799
2025-08-03 00:00:00+00:00,44808
2025-08-04 00:00:00+00:00,44812
2025-08-05 00:00:00+00:00,44819
2025-08-06 00:00:00+00:00,44832
2025-08-07 00:00:00+00:00,44838
2025-08-08 00:00:00+00:00,44847
2025-08-09 00:00:00+00:00,44853
2025-08-10 00:00:00+00:00,44858
2025-08-11 00:00:00+00:00,44870
2025-08-12 00:00:00+00:00,44879
2025-08-13 00:00:00+00:00,44891
2025-08-14 00:00:00+00:00,44898
2025-08-15 00:00:00+00:00,44903
2025-08-16 00:00:00+00:00,44915
2025-08-17 00:00:00+00:00,44918
2025-08-18 00:00:00+00:00,44920
2025-08-19 00:00:00+00:00,44926
2025-08-20 00:00:00+00:00,44933
2025-08-21 00:00:00+00:00,44944
2025-08-22 00:00:00+00:00,44949
2025-08-23 00:00:00+00:00,44953
2025-08-24 00:00:00+00:00,44961
2025-08-25 00:00:00+00:00,44969
2025-08-26 00:00:00+00:00,44977
2025-08-27 00:00:00+00:00,44983
2025-08-28 00:00:00+00:00,44991
2025-08-29 00:00:00+00:00,45000
2025-08-30 00:00:00+00:00,45004
2025-08-31 00:00:00+00:00,45011
2025-09-01 00:00:00+00:00,45017
2025-09-02 00:00:00+00:00,45023
2025-09-03 00:00:00+00:00,45030
2025-09-04 00:00:00+00:00,45035
2025-09-05 00:00:00+00:00,45043
2025-09-06 00:00:00+00:00,45045
2025-09-07 00:00:00+00:00,45053
2025-09-08 00:00:00+00:00,45063
2025-09-09 00:00:00+00:00,45068
2025-09-10 00:00:00+00:00,45075
2025-09-11 00:00:00+00:00,45079
2025-09-12 00:00:00+00:00,45085
2025-09-13 00:00:00+00:00,45087
2025-09-14 00:00:00+00:00,45095
2025-09-15 00:00:00+00:00,45103
2025-09-16 00:00:00+00:00,45109
2025-09-17 00:00:00+00:00,45115
2025-09-18 00:00:00+00:00,45117
2025-09-19 00:00:00+00:00,45127
2025-09-20 00:00:00+00:00,45135
2025-09-21 00:00:00+00:00,45136
2025-09-22 00:00:00+00:00,45139
2025-09-23 00:00:00+00:00,45144
2025-09-24 00:00:00+00:00,45150
2025-09-25 00:00:00+00:00,45160
2025-09-26 00:00:00+00:00,45169
2025-09-27 00:00:00+00:00,45172
2025-09-28 00:00:00+00:00,45181
2025-09-29 00:00:00+00:00,45190
2025-09-30 00:00:00+00:00,45197
2025-10-01 00:00:00+00:00,45201
2025-10-02 00:00:00+00:00,45208
2025-10-03 00:00:00+00:00,45214
2025-10-04 00:00:00+00:00,45226
2025-10-05 00:00:00+00:00,45230
2025-10-06 00:00:00+00:00,45238
2025-10-07 00:00:00+00:00,45243
2025-10-08 00:00:00+00:00,45251
2025-10-09 00:00:00+00:00,45263
2025-10-10 00:00:00+00:00,45270
2025-10-11 00:00:00+00:00,45274
2025-10-12 00:00:00+00:00,45280
2025-10-13 00:00:00+00:00,45291
2025-10-14 00:00:00+00:00,45299
2025-10-15 00:00:00+00:00,45303
2025-10-16 00:00:00+00:00,45306
2025-10-17 00:00:00+00:00,45315
2025-10-18 00:00:00+00:00,45322
2025-10-19 00:00:00+00:00,45336
2025-10-20 00:00:00+00:00,45343
2025-10-21 00:00:00+00:00,45350
2025-10-22 00:00:00+00:00,45357
2025-10-23 00:00:00+00:00,45365
2025-10-24 00:00:00+00:00,45376
2025-10-25 00:00:00+00:00,45392
2025-10-26 00:00:00+00:00,45398
2025-10-27 00:00:00+00:00,45412
2025-10-28 00:00:00+00:00,45421
2025-10-29 00:00:00+00:00,45426
2025-10-30 00:00:00+00:00,45431
2025-10-31 00:00:00+00:00,45437
2025-11-01 00:00:00+00:00,45439
2025-11-02 00:00:00+00:00,45449
2025-11-03 00:00:00+00:00,45453
2025-11-04 00:00:00+00:00,45465
2025-11-05 00:00:00+00:00,45474
2025-11-06 00:00:00+00:00,45486
2025-11-07 00:00:00+00:00,45497
2025-11-08 00:00:00+00:00,45501
2025-11-09 00:00:00+00:00,45506
2025-11-10 00:00:00+00:00,45516
2025-11-11 00:00:00+00:00,45524
2025-11-12 00:00:00+00:00,45530
2025-11-13 00:00:00+00:00,45534
2025-11-14 00:00:00+00:00,45540
2025-11-15 00:00:00+00:00,45546
2025-11-16 00:00:00+00:00,45552
2025-11-17 00:00:00+00:00,45569
2025-11-18 00:00:00+00:00,45579
2025-11-19 00:00:00+00:00,45587
2025-11-20 00:00:00+00:00,45602
2025-11-21 00:00:00+00:00,45605
2025-11-22 00:00:00+00:00,45610
2025-11-23 00:00:00+00:00,45613
2025-11-24 00:00:00+00:00,45634
2025-11-25 00:00:00+00:00,45643
2025-11-26 00:00:00+00:00,45653
2025-11-27 00:00:00+00:00,45671
2025-11-28 00:00:00+00:00,45679
2025-11-29 00:00:00+00:00,45683
2025-11-30 00:00:00+00:00,45685
2025-12-01 00:00:00+00:00,45695
2025-12-02 00:00:00+00:00,45700
2025-12-03 00:00:00+00:00,45710
2025-12-04 00:00:00+00:00,45724
2025-12-05 00:00:00+00:00,45731
2025-12-06 00:00:00+00:00,45737
2025-12-07 00:00:00+00:00,45743
2025-12-08 00:00:00+00:00,45747
2025-12-09 00:00:00+00:00,45754
2025-12-10 00:00:00+00:00,45757
2025-12-11 00:00:00+00:00,45770
2025-12-12 00:00:00+00:00,45778
2025-12-13 00:00:00+00:00,45781
2025-12-14 00:00:00+00:00,45790
2025-12-15 00:00:00+00:00,45796
2025-12-16 00:00:00+00:00,45806
2025-12-17 00:00:00+00:00,45814
2025-12-18 00:00:00+00:00,45815
2025-12-19 00:00:00+00:00,45821
2025-12-20 00:00:00+00:00,45824
2025-12-21 00:00:00+00:00,45832
2025-12-22 00:00:00+00:00,45839
2025-12-23 00:00:00+00:00,45843
2025-12-24 00:00:00+00:00,45846
2025-12-25 00:00:00+00:00,45856
2025-12-26 00:00:00+00:00,45860
2025-12-27 00:00:00+00:00,45868
2025-12-28 00:00:00+00:00,45875
2025-12-29 00:00:00+00:00,45881
2025-12-30 00:00:00+00:00,45898
2025-12-31 00:00:00+00:00,45926
2026-01-01 00:00:00+00:00,45929
2026-01-02 00:00:00+00:00,45932
2026-01-03 00:00:00+00:00,45937
2026-01-04 00:00:00+00:00,45946
2026-01-05 00:00:00+00:00,45952
2026-01-06 00:00:00+00:00,45957
2026-01-07 00:00:00+00:00,45971
2026-01-08 00:00:00+00:00,45982
2026-01-09 00:00:00+00:00,45988
2026-01-10 00:00:00+00:00,45992
2026-01-11 00:00:00+00:00,45999
2026-01-12 00:00:00+00:00,46008
2026-01-13 00:00:00+00:00,46015
2026-01-14 00:00:00+00:00,46025
2026-01-15 00:00:00+00:00,46030
2026-01-16 00:00:00+00:00,46039
2026-01-17 00:00:00+00:00,46045
2026-01-18 00:00:00+00:00,46049
2026-01-19 00:00:00+00:00,46055
2026-01-20 00:00:00+00:00,46071
2026-01-21 00:00:00+00:00,46079
2026-01-22 00:00:00+00:00,46090
2026-01-23 00:00:00+00:00,46096
2026-01-24 00:00:00+00:00,46102
2026-01-25 00:00:00+00:00,46104
2026-01-26 00:00:00+00:00,46118
2026-01-27 00:00:00+00:00,46126
2026-01-28 00:00:00+00:00,46132
2026-01-29 00:00:00+00:00,46139
2026-01-30 00:00:00+00:00,46147
2026-01-31 00:00:00+00:00,46154
2026-02-01 00:00:00+00:00,46161
2026-02-02 00:00:00+00:00,46172
2026-02-03 00:00:00+00:00,46186
2026-02-04 00:00:00+00:00,46192
2026-02-05 00:00:00+00:00,46200
2026-02-06 00:00:00+00:00,46211
2026-02-07 00:00:00+00:00,46216
2026-02-08 00:00:00+00:00,46227
2026-02-09 00:00:00+00:00,46232
2026-02-10 00:00:00+00:00,46238
2026-02-11 00:00:00+00:00,46248
2026-02-12 00:00:00+00:00,46255
2026-02-13 00:00:00+00:00,46258
2026-02-14 00:00:00+00:00,46264
2026-02-15 00:00:00+00:00,46270
2026-02-16 00:00:00+00:00,46273
2026-02-17 00:00:00+00:00,46277
2026-02-18 00:00:00+00:00,46281
2026-02-19 00:00:00+00:00,46284
2026-02-20 00:00:00+00:00,46289
2026-02-21 00:00:00+00:00,46299
2026-02-22 00:00:00+00:00,46306
2026-02-23 00:00:00+00:00,46315
2026-02-24 00:00:00+00:00,46321
2026-02-25 00:00:00+00:00,46324
2026-02-26 00:00:00+00:00,46333
2026-02-27 00:00:00+00:00,46344
2026-02-28 00:00:00+00:00,46349
2026-03-01 00:00:00+00:00,46358
2026-03-02 00:00:00+00:00,46362
2026-03-03 00:00:00+00:00,46370
2026-03-04 00:00:00+00:00,46381
2026-03-05 00:00:00+00:00,46388
2026-03-06 00:00:00+00:00,46398
2026-03-07 00:00:00+00:00,46404
2026-03-08 00:00:00+00:00,46415
2026-03-09 00:00:00+00:00,46430
2026-03-10 00:00:00+00:00,46441
2026-03-11 00:00:00+00:00,46452
2026-03-12 00:00:00+00:00,46476
2026-03-13 00:00:00+00:00,46493
2026-03-14 00:00:00+00:00,46504
2026-03-15 00:00:00+00:00,46509
2026-03-16 00:00:00+00:00,46519
2026-03-17 00:00:00+00:00,46530
2026-03-18 00:00:00+00:00,46543
2026-03-19 00:00:00+00:00,46548
2026-03-20 00:00:00+00:00,46560
2026-03-21 00:00:00+00:00,46572
2026-03-22 00:00:00+00:00,46580
2026-03-23 00:00:00+00:00,46587
2026-03-24 00:00:00+00:00,46600
2026-03-25 00:00:00+00:00,46616
2026-03-26 00:00:00+00:00,46632
2026-03-27 00:00:00+00:00,46641
2026-03-28 00:00:00+00:00,46647
2026-03-29 00:00:00+00:00,46658
2026-03-30 00:00:00+00:00,46674
2026-03-31 00:00:00+00:00,46681
2026-04-01 00:00:00+00:00,46700
2026-04-02 00:00:00+00:00,46710
2026-04-03 00:00:00+00:00,46723
2026-04-04 00:00:00+00:00,46732
2026-04-05 00:00:00+00:00,46741
2026-04-06 00:00:00+00:00,46749
2026-04-07 00:00:00+00:00,46765
2026-04-08 00:00:00+00:00,46779
2026-04-09 00:00:00+00:00,46788
2026-04-10 00:00:00+00:00,46803
2026-04-11 00:00:00+00:00,46812
2026-04-12 00:00:00+00:00,46823
2026-04-13 00:00:00+00:00,46830
2026-04-14 00:00:00+00:00,46838
2026-04-15 00:00:00+00:00,46851
2026-04-16 00:00:00+00:00,46862
